"pop","tau","hXX",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"African",0.8,"recessive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.8,"additive","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,84150,0.0000000000275,0.0000000000275,"***"
"African",0.8,"additive","per_cM_nonzero_log","Short ROH","Long ROH",500,500,103846,0.000000000000000000000000000000000000302,0.000000000000000000000000000000000000906,"***"
"African",0.8,"additive","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.8,"additive","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,92829,0.00000000000000000000926,0.0000000000000000000185,"***"
"African",0.8,"additive","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125249,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000128,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.8,"additive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,119659,0.00000000000000000000000000000000000000000000000000000000000000000000112,0.00000000000000000000000000000000000000000000000000000000000000000000448,"***"
"African",0.8,"dominant","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,88514,0.00000000000000115,0.0000000000000023,"***"
"African",0.8,"dominant","per_cM_nonzero_log","Short ROH","Long ROH",500,500,113466,0.0000000000000000000000000000000000000000000000000000000961,0.000000000000000000000000000000000000000000000000000000384,"***"
"African",0.8,"dominant","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.8,"dominant","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,101064,0.000000000000000000000000000000013,0.000000000000000000000000000000039,"***"
"African",0.8,"dominant","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,123648,0.00000000000000000000000000000000000000000000000000000000000000000000000000000017,0.00000000000000000000000000000000000000000000000000000000000000000000000000000085,"***"
"African",0.8,"dominant","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,77676,0.00000322,0.00000322,"***"
"African",0.8,"mixed","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,51758,0.000774,0.000774,"***"
"African",0.8,"mixed","per_cM_nonzero_log","Short ROH","Long ROH",500,500,76450,0.0000189,0.0000378,"***"
"African",0.8,"mixed","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.8,"mixed","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,81497,0.00000000527,0.0000000158,"***"
"African",0.8,"mixed","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.8,"mixed","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,123927,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000331,0.000000000000000000000000000000000000000000000000000000000000000000000000000000132,"***"
"African",0.9,"recessive","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,47,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000168,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.9,"recessive","per_cM_nonzero_log","Short ROH","Long ROH",500,500,1155,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000123,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000246,"***"
"African",0.9,"recessive","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.9,"recessive","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,45233,0.0000000743,0.0000000743,"***"
"African",0.9,"recessive","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.9,"recessive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.9,"additive","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,88576,0.000000000000000987,0.000000000000000987,"***"
"African",0.9,"additive","per_cM_nonzero_log","Short ROH","Long ROH",500,500,104584,0.0000000000000000000000000000000000000157,0.0000000000000000000000000000000000000471,"***"
"African",0.9,"additive","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.9,"additive","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,91201,0.000000000000000000953,0.00000000000000000191,"***"
"African",0.9,"additive","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125094,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000324,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000162,"***"
"African",0.9,"additive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,106367,0.0000000000000000000000000000000000000000101,0.0000000000000000000000000000000000000000404,"***"
"African",0.9,"dominant","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,90536,0.00000000000000000588,0.0000000000000000118,"***"
"African",0.9,"dominant","per_cM_nonzero_log","Short ROH","Long ROH",500,500,113789,0.0000000000000000000000000000000000000000000000000000000197,0.0000000000000000000000000000000000000000000000000000000788,"***"
"African",0.9,"dominant","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.9,"dominant","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,99856,0.00000000000000000000000000000107,0.00000000000000000000000000000321,"***"
"African",0.9,"dominant","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,114749,0.000000000000000000000000000000000000000000000000000000000168,0.00000000000000000000000000000000000000000000000000000000084,"***"
"African",0.9,"dominant","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,54715,0.014,0.014,"*"
"African",0.9,"mixed","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,55833,0.036,0.036,"*"
"African",0.9,"mixed","per_cM_nonzero_log","Short ROH","Long ROH",500,500,77214,0.00000638,0.0000128,"***"
"African",0.9,"mixed","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.9,"mixed","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,80053,0.0000000698,0.000000209,"***"
"African",0.9,"mixed","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125221,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000151,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",0.9,"mixed","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,120568,0.0000000000000000000000000000000000000000000000000000000000000000000000074,0.0000000000000000000000000000000000000000000000000000000000000000000000296,"***"
"African",1,"recessive","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,71,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000194,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1,"recessive","per_cM_nonzero_log","Short ROH","Long ROH",500,500,1310,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000307,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000614,"***"
"African",1,"recessive","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1,"recessive","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,45625,0.000000145,0.000000145,"***"
"African",1,"recessive","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1,"recessive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1,"additive","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,92131,0.0000000000000000000696,0.000000000000000000209,"***"
"African",1,"additive","per_cM_nonzero_log","Short ROH","Long ROH",500,500,105954,0.0000000000000000000000000000000000000000567,0.000000000000000000000000000000000000000227,"***"
"African",1,"additive","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1,"additive","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,90694,0.00000000000000000383,0.00000000000000000766,"***"
"African",1,"additive","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,121728,0.0000000000000000000000000000000000000000000000000000000000000000000000000109,0.0000000000000000000000000000000000000000000000000000000000000000000000000545,"***"
"African",1,"additive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,84550,0.0000000000118,0.0000000000118,"***"
"African",1,"dominant","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,92542,0.0000000000000000000213,0.0000000000000000000426,"***"
"African",1,"dominant","per_cM_nonzero_log","Short ROH","Long ROH",500,500,114514,0.000000000000000000000000000000000000000000000000000000000545,0.00000000000000000000000000000000000000000000000000000000273,"***"
"African",1,"dominant","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125249,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000128,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000768,"***"
"African",1,"dominant","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,99306,0.00000000000000000000000000000759,0.0000000000000000000000000000304,"***"
"African",1,"dominant","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,97673,0.00000000000000000000000000216,0.00000000000000000000000000648,"***"
"African",1,"dominant","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,39344,0.000000000000592,0.000000000000592,"***"
"African",1,"mixed","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,60289,0.47,0.47,"ns"
"African",1,"mixed","per_cM_nonzero_log","Short ROH","Long ROH",500,500,79503,0.000000178,0.000000387,"***"
"African",1,"mixed","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1,"mixed","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,79692,0.000000129,0.000000387,"***"
"African",1,"mixed","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,124721,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000301,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000015,"***"
"African",1,"mixed","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,112385,0.0000000000000000000000000000000000000000000000000000179,0.0000000000000000000000000000000000000000000000000000716,"***"
"African",1.1,"recessive","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,132,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000028,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000084,"***"
"African",1.1,"recessive","per_cM_nonzero_log","Short ROH","Long ROH",500,500,1543,0.000000000000000000000000000000000000000000000000000000000000000000000000000000121,0.000000000000000000000000000000000000000000000000000000000000000000000000000000242,"***"
"African",1.1,"recessive","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1.1,"recessive","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,46528,0.000000636,0.000000636,"***"
"African",1.1,"recessive","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1.1,"recessive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1.1,"additive","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,95048,0.0000000000000000000000112,0.0000000000000000000000336,"***"
"African",1.1,"additive","per_cM_nonzero_log","Short ROH","Long ROH",500,500,107666,0.0000000000000000000000000000000000000000000392,0.000000000000000000000000000000000000000000157,"***"
"African",1.1,"additive","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1.1,"additive","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,90793,0.00000000000000000293,0.00000000000000000586,"***"
"African",1.1,"additive","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,109120,0.000000000000000000000000000000000000000000000065,0.000000000000000000000000000000000000000000000325,"***"
"African",1.1,"additive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,62686,0.985,0.985,"ns"
"African",1.1,"dominant","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,94551,0.0000000000000000000000524,0.000000000000000000000105,"***"
"African",1.1,"dominant","per_cM_nonzero_log","Short ROH","Long ROH",500,500,115462,0.00000000000000000000000000000000000000000000000000000000000462,0.0000000000000000000000000000000000000000000000000000000000231,"***"
"African",1.1,"dominant","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125079,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000354,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000212,"***"
"African",1.1,"dominant","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,99134,0.0000000000000000000000000000139,0.0000000000000000000000000000556,"***"
"African",1.1,"dominant","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,80220,0.0000000523,0.0000000523,"***"
"African",1.1,"dominant","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,28978,0.000000000000000000000000225,0.000000000000000000000000675,"***"
"African",1.1,"mixed","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,64682,0.525,0.525,"ns"
"African",1.1,"mixed","per_cM_nonzero_log","Short ROH","Long ROH",500,500,82796,0.000000000437,0.00000000131,"***"
"African",1.1,"mixed","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1.1,"mixed","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,79946,0.0000000839,0.000000168,"***"
"African",1.1,"mixed","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,121985,0.00000000000000000000000000000000000000000000000000000000000000000000000000254,0.0000000000000000000000000000000000000000000000000000000000000000000000000127,"***"
"African",1.1,"mixed","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,100349,0.00000000000000000000000000000018,0.00000000000000000000000000000072,"***"
"African",1.2,"recessive","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,261,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000607,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000182,"***"
"African",1.2,"recessive","per_cM_nonzero_log","Short ROH","Long ROH",500,500,1899,0.000000000000000000000000000000000000000000000000000000000000000000000000000000966,0.00000000000000000000000000000000000000000000000000000000000000000000000000000193,"***"
"African",1.2,"recessive","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1.2,"recessive","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,47462,0.00000272,0.00000272,"***"
"African",1.2,"recessive","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1.2,"recessive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1.2,"additive","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,97543,0.00000000000000000000000000335,0.0000000000000000000000000134,"***"
"African",1.2,"additive","per_cM_nonzero_log","Short ROH","Long ROH",500,500,109391,0.0000000000000000000000000000000000000000000000193,0.0000000000000000000000000000000000000000000000965,"***"
"African",1.2,"additive","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125204,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000167,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000001,"***"
"African",1.2,"additive","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,91266,0.000000000000000000796,0.00000000000000000239,"***"
"African",1.2,"additive","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,90773,0.00000000000000000309,0.00000000000000000618,"***"
"African",1.2,"additive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,46421,0.000000536,0.000000536,"***"
"African",1.2,"dominant","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,96576,0.0000000000000000000000000833,0.000000000000000000000000167,"***"
"African",1.2,"dominant","per_cM_nonzero_log","Short ROH","Long ROH",500,500,116438,0.0000000000000000000000000000000000000000000000000000000000000312,0.000000000000000000000000000000000000000000000000000000000000156,"***"
"African",1.2,"dominant","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,123375,0.00000000000000000000000000000000000000000000000000000000000000000000000000000084,0.00000000000000000000000000000000000000000000000000000000000000000000000000000504,"***"
"African",1.2,"dominant","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,99157,0.0000000000000000000000000000128,0.0000000000000000000000000000384,"***"
"African",1.2,"dominant","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,65814,0.324,0.324,"ns"
"African",1.2,"dominant","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,22256,0.00000000000000000000000000000000000857,0.0000000000000000000000000000000000343,"***"
"African",1.2,"mixed","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,69019,0.048,0.048,"*"
"African",1.2,"mixed","per_cM_nonzero_log","Short ROH","Long ROH",500,500,86422,0.000000000000181,0.000000000000543,"***"
"African",1.2,"mixed","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125218,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000154,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000924,"***"
"African",1.2,"mixed","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,80561,0.0000000288,0.0000000576,"***"
"African",1.2,"mixed","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,115368,0.00000000000000000000000000000000000000000000000000000000000745,0.0000000000000000000000000000000000000000000000000000000000372,"***"
"African",1.2,"mixed","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,87319,0.0000000000000218,0.0000000000000872,"***"
"African",1.3,"recessive","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,462,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000202,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000606,"***"
"African",1.3,"recessive","per_cM_nonzero_log","Short ROH","Long ROH",500,500,2334,0.0000000000000000000000000000000000000000000000000000000000000000000000000000121,0.0000000000000000000000000000000000000000000000000000000000000000000000000000242,"***"
"African",1.3,"recessive","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1.3,"recessive","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,48404,0.0000109,0.0000109,"***"
"African",1.3,"recessive","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1.3,"recessive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"African",1.3,"additive","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,99748,0.00000000000000000000000000000157,0.00000000000000000000000000000628,"***"
"African",1.3,"additive","per_cM_nonzero_log","Short ROH","Long ROH",500,500,111116,0.00000000000000000000000000000000000000000000000000715,0.0000000000000000000000000000000000000000000000000358,"***"
"African",1.3,"additive","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,124594,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000641,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000385,"***"
"African",1.3,"additive","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,92000,0.000000000000000000101,0.000000000000000000303,"***"
"African",1.3,"additive","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,73554,0.000722,0.000722,"***"
"African",1.3,"additive","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,35332,0.0000000000000000308,0.0000000000000000616,"***"
"African",1.3,"dominant","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,98395,0.000000000000000000000000000183,0.000000000000000000000000000366,"***"
"African",1.3,"dominant","per_cM_nonzero_log","Short ROH","Long ROH",500,500,117433,0.000000000000000000000000000000000000000000000000000000000000000174,0.00000000000000000000000000000000000000000000000000000000000000087,"***"
